id,text,label
3770,rt  real  he eats your pussy until u nut so why u cant return the favor,1
3771,"rt  top  thot tattoos 

 dream catchers 

 bird feathers 

 inspirational quotes that they dont live by 

 animal p",2
3772,rt  pussy ass nigga,1
3773,rt  i done had everything you hoes ever wanted so to my daddy nigga w the money,1
3774,rt  if melo go to the bulls they still gon be trash unless melo get special privileges allowin him play in a allstar uniform,2
3775,rt  this jimmy fallon prank of getting ny yankees fans to boo robinson cano is amazing  via,2
3776,rt  i completely lost my mind if you find it go ahead and keep it bitch,1
3777,rt  dont put the pussy on a pedestal homie,1
3778,"rt  where are they now fads 
doc martens enjoying anal sex 
girbaud posers wiggers fake bangers now accountants
jncos domin",1
3779,rt  hot off the press heres todd mcshays first postcombine nfl mock draft including a new no,2
3780,rt  if u got cotton mouth u can eat my pussy,1
3781,rt  porno hoes funny af bc theyll still be like u like this tight ass pussy even tho the dude been fucking for  minutes w,1
3782,rt  my friends the   malibu has the legroom and ventilation necessary for professional pussyeating visit your chevy d,1
3783,rt  bitches talking bout dey bout ta chill out on going out you bitches just saying dat cause its getting cold and u bitches d,1
3784,rt  nah go talk to ur bitch since she yo crush n shit,1
3785,rt  u do realize when you say omg my ex downgraded lol xddd it makes you seem like a creepy little cunt that cant seem to de,1
3786,"rt  rip tom foley
rip greg sikorskey
rip charlie anaya
rip wells crowther
rip andy fredericks",2
3787,"rt  pulled a dead bird from my garden 

grateful to be out of the hot sun it winked at me with its rotting eye socket",2
3788,rt  fake ass bitches bruh lol,1
3789,rt  tf is a baby goal bitch u gone have what you gone have rt  baby goals,1
3790,rt  rule  do pussy ass shit sometimes like write her love notes write long paragraphs about how youve never felt this way b,1
3791,rt  if i was stranded on an island and could only bring one thing i would bring dora that bitch has everything in that fu,1
3792,rt  pussy so good had to save that shit for later,1
3793,rt  the wicked witch of the east is done now send that vile bitch to syria,1
3794,rt  these hoes be acting up,1
3795,rt  but i aint mad at her prejudice dad thats the best damn pussy i ever had,1
3796,rt  goodbye you faggot,0
3797,rt   its the start of another yellow jacket season tonight how about a rt for all the jacket fans,2
3798,rt  you shouldnt bitch about anything until youre in a  person group chat,1
3799,"rt  side hoes shall only eat side dishes fo ye are what ye eats
traprinthions",1
3800,rt  me and  are in our yellow submarine rn,2
3801,rt  jennas a faggot,0
3802,rt  bitches be handin out neck like free chinese food samples at the mall and go to bed every night wondering why they aint,1
3803,rt   if she got the chipotle plug cuff that hoe,1
3804,rt  happy halloween bitches  katiedodds,1
3805,rt  show me your pussy,1
3806,rt  mt  us ghettosdriven by liberal ideology,2
3807,rt   my hick accent comes out when i get around my family,2
3808,rt  emma watson,2
3809,rt  ead rt  especially after rita died rt  dexter was just as trash as breaking bad,2
3810,rt  dont be sorry hoe be careful,1
3811,rt   corny ass hoes always got my name in they mouth,1
3812,rt  that bitch lebron counted to like  he aint eem give miami  yrs,1
3813,rt   thanks for being black in darth and now  years old you kinky hentai son of a bitch,1
3814,rt  my next bitch gotta take me out just because,1
3815,rt  a woman never cheated unless a man drove her to do it men only cheat for new pussy,1
3816,rt  rt if no bitches texting u right now,1
3817,rt  women who need to be put in their place are trash you are a human not a pet bitch relax,1
3818,rt  a boyfriend and girlfriend suppose to laugh at these hoes together a guy should never have these hoes laughing at his girl,1
3819,rt  girls favorite line  go talk to yo hoes,1
3820,rt  bruhhhhh i want some oreos and milk,2
3821,rt  every time a black woman says oh bitch i smile,1
3822,rt  niggas gossip like bitches but yet they be the realest niggas tho i dont understand,1
3823,rt  it goes from babe to bitch i love you to i hate you i need you to fuck you youre my everything to you,1
3824,rt  every females worried about being played  every nigga worried she a hoe so nothing but games will b played wit that minds,1
3825,rt  dame the type of bitch that go to jail to meet men,1
3826,rt  theres pussy makeup,1
3827,rt  a couple  is a couple  not a couple  one  not a couple  some  not a couple  plenty   no hoes no,1
3828,rt  all relationships come w hatin ass hoes drama jealousy arguments all that only real couples laugh at the shit,1
3829,rt  white bitches win again smh  i fucking hate you,1
3830,rt  yall bitches dont know how to be friends,1
3831,rt  dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in,2
3832,rt  lol when bitches tryna chill with me like do u kno who i am im the mother fuxin dory hoe i touched the butt,1
3833,rt    eat my pussy,1
3834,rt   you aint a bad bitch if you got bad habits,1
3835,rt  i kno u wanna roll w a bitch like me,1
3836,rt  i love black shoes cause i can match them with anything but i also need some colored shoes,2
3837,rt  lmfaoooooooooooooooo rt  put that muthafuckin jelly on that bread bitch spread it,1
3838,rt  give me head  kiss yo bitch  you a ill nigga,1
3839,"rt  attractive girls are always the most insecure 

while these shrek looking bitches walk around thinking their the shit",1
3840,rt  maybe all these fake bitches will pretend to be real for halloween,1
3841,"rt  school doesnt even test your intelligence it tests ur memory

it tests my ability to keep calm and not slap a bitch",1
3842,rt  i hate seeing people with money spend it on stupid shit you dont need  tvs  a shark tank you twat,1
3843,"rt  if we date
get rid of ya exs 


ill get rid of my hoes


we dont need no interference",1
3844,rt  all talk blahblah bye bitch,1
3845,rt  ever look at a bitch tweet and was like bitch stfu,1
3846,rt  funny how rick scott accuses charlie crist of changing his positions on everything ricks positions are dictated by corp,2
3847,rt  everyday i turn more into a cold heartless bitch,1
3848,rt    because hillbillies like sports to,2
3849,rt  im not saying im for this but  studs will fuck trannys but wont let they bitch strap them down you muhfuckas childish lol,1
3850,rt  you gotta be straight forward with hoes  tell them what you want from jump,1
3851,rt   basically you cant be bold and be a hoe at the same time,1
3852,rt  hoes will be hoes,1
3853,rt    yall hoes get boyfriends just to tweet about them then break up to dawg him on here lol,1
3854,rt   i was about to be like r u queer but cmon jen do u even need to ask,1
3855,rt   and alsopussyif my shit offends uget off twitterblock meand go suck a cock,1
3856,rt  i dont want the pussy if it makes me want to pay your bills and not sleep my sunday mornings away dont ruin my life,1
3857,rt  yeah basic bitches are a thing but how many straight white men do you know who are all the same and so boring,1
3858,rt  us ghettosdriven by liberal ideology forged by unions  bankrupted by selfserving dems catering parasites,2
3859,rt  damn girl u is a straight hoe,1
3860,rt    bitch nooooo  kim been mine you dreaming,1
3861,rt    how much does your wife wet pussy want another dick  head,1
3862,rt  when kennies angry he talks like a ghetto black man and i really dont even think he notices hahahahahahaha im laughing,1
3863,rt  bae will always be bae  even when bae is not bae thats still bae  therefore  you hoes can move around please,1
3864,rt   youve been doing too much math homework hoe,1
3865,rt  if i was a bird you would be the st person id shit on,1
3866,rt  give me head  kiss yo nigga you a ill bitch,1
3867,rt  ya bitches got boddies but act like they dont count cause ya loved each other lmaoo,1
3868,rt   good pussy change ya life,1
3869,rt  i dont want no thot  a thot is a girl that cant get nofrom me hanging with the other little hoes wearing her be,1
3870,rt  people be like from bae to who are you real quick i be like bitch dont play with me ill cut you,1
3871,rt  bitch you not cute  you just photogenic,1
3872,rt  you have a new boyfriend every week tf you doin hoe,1
3873,rt  im soooo over having a bitch it aint even funny lbs,1
3874,rt   not only you and that pom stuff totally porn,1
3875,rt  you had me at i hate that bitch too,1
3876,rt  nobody want no pussy  other niggas done had before,1
3877,rt  its a joke bitch fix ya face,1
3878,rt  when your at the pharmacist and they tell you your medicine will be ready in  mins wtf bitch its been,1
3879,rt  bitches be out here eating pussy more than niggas,1
3880,rt   i hate a always wanna smoke but aint got no money as niggabitch like bye falisha,1
3881,rt   screaming like a little bitch lmaooo,1
3882,rt  i wake up in the middle of the night and chug the orange juice straight from the bottle sorry mom,2
3883,rt  call it insecure if u want but fuck no my man doesnt need to be friendly or have bitches as friends these hoes ain,1
3884,rt  eugene come watch me run circles round the rap game like my name was chip kelly in this bitch  h,1
3885,rt  ima pull up eat the pussy and dip,1
3886,rt  no time to play wit bitches,1
3887,rt  a bitch get  followers shes a boss and starting up a boutique and wearing shades in public,1
3888,rt  a good woman comes around every  bitches a good man comes aroundwell u get the point,1
3889,rt  its some good side bitches out here dont let nobody tell u different,1
3890,rt  maaan these hoes be photoshopping rt   damn you suppose to be that nigga how you get catfished,1
3891,rt  real bitches text u can u talk before they call,1
3892,rt  this bitch is pregnant dancing her heart out for me and im on instagram im an asshole,1
3893,rt  bitch you tweaking hoe tweaking hoe,1
3894,rt  no hoes no baes no dipssidelines no nothing,1
3895,rt  hos will literally do anything to say they got a nigga dawg,1
3896,rt  all my bitches bigger than me they where sizes  so i cant fit they shit id looked dumb af,1
3897,rt  yall females really be cool with cuffin hoe ass niggas  nope couldnt be me,1
3898,rt  dc fri  bengali harlem  lost histories south asian am readingconvo  th st cc,2
3899,rt  in dc fri  bengali harlem readingconvo  th st,2
3900,rt  you mine meaning respect the fact that i dont want you talkingchilling or anything with a bitch that use to like you,1
3901,"rt  falling in love is easy 
its falling out of love thats a bitch",1
3902,rt   im queer as a three dollar bill and my first response to her coming out was sarcastic wow really never,1
3903,rt  great pussy will have you doing shit you would think you would never do,1
3904,rt  im such a bitch lmao i really just say whats on my mind though cant help it,1
3905,rt   bitch please i dont even make my own food,1
3906,rt  ratchet bitches be like my name is shaniqua asssofathairsoreal brown get claps it claps right claps,1
3907,rt  youre a cunt screen shot that,1
3908,rt  yes yes i know all about the fob reconciliation it was my idea youre welcome,2
3909,rt   you little stupid ass bitch i aint fucking with you,1
3910,rt       yes she is ghetto bitch,1
3911,rt   ya by being your bitch,1
3912,rt  if youre a freshman and youve fucked  of the boys in the senior class youre a hoe,1
3913,rt  like bitch you already know the answer its all for bri,1
3914,rt   is you a girl or a guy is you my mom or is you my dad  im a butch dyke,1
3915,rt  i believe the time for uncouthuncivilised people to be sentenced to death for racial slursattacks against ne citizens,2
3916,rt  report what u want but physically chasinghounding is uncivilised  also in case of bansalgadkari,2
3917,rt  when you know you dealing with hoe,1
3918,"rt  martin short on  conan  oct  

with your yellow skin and red hair you look like a  pencil",2
3919,rt  cuz bitches love pizza,1
3920,rt  if your pussy was a book  id read up on it,1
3921,rt  niggas all about sex now days unlike you bitches i jus want somebody who gone better me as a young women,1
3922,rt  fuck your gpa bitch im a lot smarter than you,1
3923,rt  when they said lifes a bitch they really meant it,1
3924,rt  free bird,2
3925,rt  i dont tell bitches i show bitches,1
3926,rt   this isnt tea anymore  how do bitches peep everything but still getting cheated on something not addin,1
3927,rt  fucking hate ignorant ass bitches,1
3928,rt  you left prom camping first day cause youre a bitch boy,1
3929,rt  jk im above the influence guys  im a graduated dare ass bitch,1
3930,rt  this isnt some privilege to be thrown around all willynilly youve gotta earn the right to call me a bitch,1
3931,rt  a person needs just three things to be truly happy in the world someone to love something to do and something to ho,1
3932,rt  look at yall bitches for the child support keep getting pregnant ass bitches,1
3933,rt  dis bitch jus blew my high,1
3934,rt  yankees winnnn,2
3935,rt  panera with my bottom bitch,1
3936,"rt  girl logic if i say bye i dont actually mean it

then dont fucken say bye you dumb bitch",1
3937,rt    wetin happen our school will just be behaving like pussies,1
3938,rt  id go crazy if these animals like them grabbed my mama like that i aint going out like no bitch,1
3939,rt  damn i hate a bitch that like to argue and shit,1
3940,rt  yall hoes so annoying,1
3941,rt  i cant be worried bout no bitch cause that bitch could be somewhere sucking dick,1
3942,rt  its crazy if a female cheats its so wrong shes every type of hoe there is but if a guy cheats theres all these justific,1
3943,"rt  stacys mom doesnt have shit going on

twitter bitches have it all",1
3944,rt  she stole my shit what a little niglet,1
3945,rt  i swear a yung nigga use to wanna be a heartbreak kid rt  shawn micheals  razor ramon both had bitches,1
3946,rt   lastnight    hoe thats your work outfit,1
3947,rt   theres more than one way to skin a monkey barack bushmeat obama,2
3948,rt   what would u do    that bitch down the stairs,1
3949,rt  the day i have clear skin will be the day im the happiest cockiest bitch alive,1
3950,rt  they might be called  seconds of summer but their songs are  minutes of trash,2
3951,rt  people who focus on skin tones for dating someone are fucking retarded and brainwashed,1
3952,rt  idc about yall bitches yo,1
3953,rt  all tha bad bitches need to go to  concert in bham tonight,1
3954,rt     we gave bitches something to be mad about,1
3955,rt     bitch you didnt feed me you asked my to buy you a burger  lmfaoooooo no,1
3956,rt  my favorite childhood memory was when my mom found my stash of  xanax then was slightly less of a bitch for exactly one,1
3957,rt  sweet treat at lunch today  raspberry gelato ginjuice sorbet  brownie gelato  thursday  cant wait,2
3958,rt  is nick jonas a hoe for squeezing his dick is nick jonas gonna have leaked nudes is nick jonas less of a role model,1
3959,rt  i know u dawg hoes bck in style,1
3960,rt  she was like i dont go to raider games they are ghetto and people get jumped lmao i was like well the shit sound lik,1
3961,rt  u bitches aint paying my billsso fuck you,1
3962,rt   before i run from a niggah ill lose the fight,1
3963,rt  bible rt  you a hoe if you already got new years eve plans,1
3964,rt   yeah bitches,1
3965,rt  got receipt ink on your soles no problem,2
3966,rt   kanye west is a costume not a mock of a race girl i hate to do this but kanye is a human not a costume but,2
3967,rt   kevin hart make funny faces his curriculum kinda trash curriculum,2
3968,rt  humans are genetically closer to chimps than chimps are to gorillas but we are all apes have a great day you clever twe,2
3969,rt  lifes a bitch but thats the only love i know,1
3970,rt  fox news presenters mock female pilot who took part in campaign against isis,2
3971,rt  its like the walking dead but with less carl and more talking birds zombie attack,2
3972,rt  bitch must have a   be related to jesus then  gpa or legacy rt  how this bitch get in,1
3973,rt  niggas passing up good girls for hoes,1
3974,rt  im confused martins indi just drew a yellow card but i didnt see him steal a tank from the brazilian army and open fire,2
3975,rt  want me to stamp bitches be saying anything to be down,1
3976,rt  that shit can break you down if you lose a good girl i guess you need a bad bitch to come around and make it up,1
3977,rt  bitches be fallin so inlove w niggass  then he go get a new bitch  they try go get a new nigga to try to forget about the,1
3978,rt  that moment were u friend zone a bitch at am for calling u do u now way time it is please gtf out my face homie quan,1
3979,rt  whats with guys and fat bitches i will clearly never understand,1
3980,rt   ugly bitch has blood on her hands for her whore ways,1
3981,rt  your bitch when my skechers light up,1
3982,rt  neta bullshit aside i need to get me a bad bitch,1
3983,rt   shut your nigger ass lamar,0
3984,rt  cinco de mind yo own damn business bitch,1
3985,rt   lmfaooo this bitch tongue longer than some niggas dicks,1
3986,rt   i almost ran this fine red bitch over damn  lol,1
3987,rt  nah bitch you aint just gone go off on me and just want me back  minutes later im playing k until further notice,1
3988,rt   new york bitches be like     lmfaoo,1
3989,rt  fuckin skyler white is such a bitch,1
3990,rt  happy monday bitches just wanted you to know yes you can dont ever fucking forget how amazing and strong you are,1
3991,"rt    shit nigga dont complain now you got room for hella nudes from hoes 

trueeee ill hy",1
3992,rt  u a nurse rt   you a clown boy you music is trash i dare you say something back i bury your bit,2
3993,rt  the p derek jeter used to hit the walkoff single in his final  stadium atbat images via  htt,2
3994,rt  i got called a faggot for buying girl toms so now im gonna fuck that person in the ass,0
3995,rt   ur pussy smell like dumpster juice,1
3996,rt  im a star jones man myself i love that big bitch,1
3997,rt  ms bids for most social christmas yet with follow the fairies campaign,2
3998,"rt      
charlie understood  how to keep those percentages  lower",2
3999,rt  her pussy stay wet when shes around me gotta lick it till she wetter then never before,1
4000,rt  momma dee aint loyal you aint pose to tell his main bitch bout his side bitches,1
4001,rt  i wear beanies all winter long so no bandanas till summer,2
4002,rt  people beg to see womens bodies but the minute theyre seen that woman is now a hoe oh okay,1
4003,rt  when a sideline hoe gets mad bitch shut up you was okay with being second all this time now all of sudden its a probl,1
4004,"rt  what are you twelve

yeah on a scale of one to ten

bitch",1
4005,rt  why be negative when you can be positive fucking smile you beautiful bitch,1
4006,rt  so many hoes it should be an ethnicity,1
4007,rt  i wasnt put on earth for a bitch not to like me i damn for sure dgaffff,1
4008,rt   he trash tbh,2
4009,rt   they sound like soulless cunts,1
4010,rt  justin bieber win oscar for suck my balls you dead dog midget dick son of a bitch,1
4011,rt  my  i learn the english from that jabroni big bird but i break his fucking neck,1
4012,rt  hello  you are now official big time pussy,1
4013,rt  its a got damn shame bitches wit raw ass dick sucking skills are not wifey material,1
4014,rt  this bitch wit a baby ask me to switch seats so the family could be together i said bitch my family wasnt together,1
4015,rt  when gay girls suck pussy from a bitch who just took a plan b pill the other day that means the munching hoe ate plans,1
4016,"rt  dat shit trash

 a shirt inspired by s emoji tattoo preorder now",1
4017,rt    does sza have freckles on her pussy too,1
4018,rt   rt   rt  bow wow look like the stress of saving a hoe is wearing him down,1
4019,rt  a bitch will fuck wit a dead beat dad as long as he cuttin her checks,1
4020,rt  the price of pussy in toronto has now declined to one henessey bottle and a quarter pounder combo with large fries,1
4021,rt  viola davis sans wig is still stuntin on you hoes in the most classically beautiful way,1
4022,rt    worse yet u meet a bird with a nice ras and youre like something about u looks familiar lol,2
4023,rt  royal city of the kushite kings at meroe sudannear river nileit was the seat of the rulers who occupied egypt,2
4024,rt  old soul more like young bitch,1
4025,rt  dumb bitch,1
4026,rt  this bitch just blew my high  i was off all of dese drugs,1
4027,rt  when bae sings it aint nun to cut that bitch off with too much enthusiasm,1
4028,rt  full  set except the last song from southern darkness fest last month whos the ape on guitar,2
4029,rt  i hate a i dont text first type bitch,1
4030,rt  squad up bitch nigga,1
4031,rt  i fucked ur bitch after i got bingo,1
4032,rt  these thots keep saying all niggas want is pussywell bitch wtf else does your broke non cooking ass have to off,1
4033,rt  possum a hoe,1
4034,rt  like when youre a hoe how do u sleep at night,1
4035,rt   somebody find this bitch  fuck her she aint had no good dick fucking with this fat nigga,1
4036,rt  bad bitches get in free night at weenie hut jrs,1
4037,rt  need a bad bitch who knows how  treat a pokemon master right,1
4038,rt  merry christmas everyone unless youre a fucking bitch then literally just go,1
4039,rt  how much coke did charlie sheen do enough to kill two and a half men i guess,2
4040,"rt  claw that ass 
 when u see that bitch who was talkin shit on twitter in public",1
4041,rt  one two three four how many niggers are in my store,0
4042,rt  this is the life nigger,0
4043,rt   bitch ass nigga square up,1
4044,rt  draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati,2
4045,rt  flappy bird is taking over my life i can hear the bird crashing every time something goes wrong,2
4046,"rt  fake bitch  hey girl 

me",1
4047,rt  pussy pussy pussy i smell ya frum bout a mile away,1
4048,rt  too many bitches is shady,1
4049,rt    got dhem hoes,1
4050,rt  niggas aint shit but hoes with dicks,1
4051,rt  shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin,1
4052,"rt  on the east coast theres colored hair everywhere 

this must be the sweetest wave ever",2
4053,rt  huntley high school is the most retarded high school ever,1
4054,rt   i did use to buy  tees n wear both dem bitches at the same timelame ass lol,1
4055,rt  when youre stressing over someone then realize you got hoes,1
4056,rt  only southerners know the difference between redneck and white trash,0
4057,rt  a hoe is cool with being unclaimed and kept on the low so that people dont call her what she is a hoe,1
4058,rt  only real bitches suck dick,1
4059,"rt  dont be  on here and saying all my friends and everyone i know has a baby 

well bitch life",1
4060,rt    this niggah was tripping over everybody,1
4061,rt  this niggah said her lips dry ass hell lmao,1
4062,rt   all yall bitches corny lolrt,1
4063,rt   not sparing no hoes,1
4064,rt   you dont want to play csgo youre a bitch no i wont play fucking league of legends that game is shit i,1
4065,rt  u a  on the ph scale maybe cause you basic hoe,1
4066,rt  whos to blame for the yankees underperformance this year the umps management the ebola outbreakhow bout the player,2
4067,rt  when you realize you got no hoes,1
4068,rt  yall virgo bitches gotta chill thinking yall beyonc,1
4069,rt    she a hoe yearround yeezy taught me,1
4070,rt  approach yo bitch like,1
4071,rt   youre a fucking queer,0
4072,rt  the trash generation,2
4073,rt  i immediately become the biggest bitch when im sick like i just need to be taken care of lmao,1
4074,rt  there no such thing as too much pussy,1
4075,rt  you cant question snoop dogg he a og he told us not to love these hoes,1
4076,rt if you fucked a bitch that fucked every nigga in your state,1
4077,"rt
commence carpet bombing all  soldiers in this video  executed by jihadis from",2
4078,ray rice bitch,1
4079,ready to bounce out dis bitch,1
4080,real niggas and bad bitches have  things in common youre both ignorant as fuck  neither of you know that youre kings and queens,1
4081,real shit now if the bitch want some grapes or something thats different,1
4082,real shit i love eating pussy,1
4083,really barnicle oj or anthony weiner mj is a clown show for  and the rich come on  do you want good ratings,2
4084,really bitch no,1
4085,receipts rt  i still remember that time lawrence left me a vile voice mail he was angry called me a ho and everything lol,1
4086,repeat after me where my bitches,1
4087,republicans arent the only racist in america we have racist democrats too but dont play the token negro card,2
4088,rewrite tinker with its official language regarding samesex relationships divorce remarriage etc but nothing is set in stone at all,2
4089,rihannas favorite thing about white house visits my president being black   poking whiteynot wise,2
4090,rise up gonna get higher and higher its all hips and nips otherwise i aint eating,1
4091,roll tide bitches,1
4092,roman on gta iv is a pussy,1
4093,rt  stop being a hoe sheesh  i want  boys,1
4094,ruley a bitch ry,1
4095,run out with the baldhead bitch thing,1
4096,russel martin had a miserable season but is quietly having a good september,2
4097,rusty hoe to bumpin  me,1
4098,so to flowing wells varsity soccer tomorrow yall are playing ironwood kick their asses im pretty sure this fag is playing,1
4099,so to the fine bitch at walmart just now melted me at the ankles _,1
4100,so to my mom came home to tacos and brownies,2
4101,so to my old hoesso to my new hoes,1
4102,so to the homie  niggah stay making bomb food when we high af,1
4103,send yall bitch asses fishing with us rt  we aint beat san antonio all season i dont wanna play them nigguhs,1
4104,smh maybe they dont wanna be actual whores rt  if you have wet pussy you shouldnt have a dry purse,1
4105,stop texting these hoes good morning,1
4106,sam is hands down easily no doubt in a million years my least favorite character such a little bitch,1
4107,same bitches they be all in my face bout how they couldnt do it  be the same bitches all on his dick,1
4108,sapete che vi odio ho finito,2
4109,saw  pick up a dime off the floor with her toes apparently my monkey toes gene is strong with that one,2
4110,say it to me when i confront you pussy fuck,1
4111,scary bitches on twitter never  the nigga the have a crush on always on some oomf shit,1
4112,scrappy got the hoes  its  of em on stage i wonder how many in the audience,1
4113,sean kingston look like a facebook dyke,1
4114,seconds from the end whats it gonna be pull the trigger bitch,1
4115,see you fags in  hours,1
4116,see you on the  side bitches,1
4117,seeing elder queer couples marry really is emotional they get to live their final years with equality and with dignity,0
4118,seeing so many basic bitches rn,1
4119,senator  is an anchor baby go back from where you came,2
4120,send that bitch a smiley face bitches love smiley faces,1
4121,senior privileges bitch,1
4122,sessys a bitch but is a real homie unlike gabby,1
4123,seven digits niggas two commas hoe,1
4124,shaved pussy ho gets serious anal sexhere,1
4125,she a hoe cause your boyfriend want her she scary cause she dont talk shit like yall she ugly cause you dont like her grow up,1
4126,she be thinking she throwing that pussy back so good and all she doing is throwing ya nut process off,1
4127,she been a hoe all summer but soon as the fall weather hit shell probably forget about all that and be a good girl again thats the cycle,1
4128,she bet not put me on her gram i got bitches on the gram,1
4129,she get a bunch of money spend it all on drugs mobbin with her bitches never fall in love,1
4130,she gonna pop that pussy for a real niggaa,1
4131,she got every niggah lookin like dam,1
4132,she know my ex bitch she think she got next she fucced a gang of niggas threw that pussy off dec,1
4133,she must not know i got over  followers breh this bitch gotta get the fuck up outta this vip section dawg she decreasing my value,1
4134,she said she dont like the fact that i smoke cigarettes well sorry mrsladybitch i dont like the fact that youre a hoe,1
4135,she says i act different she thinks that its them bad bitches naw babe its just you and the thought of you being my misses,1
4136,she threw that pussy in a circle i wanted her to throw it in a pentagon tho,1
4137,she used to fuck wit aap too shortsaid he know that bitch from way back,1
4138,shes a dumb bitch shouldve just said no extra shit unnecessary  lol relationship goals,1
4139,shittin on all my old hoes,1
4140,shoot out wit yo niccas you da type to throw da pistol,1
4141,shoot that nigga  his shorty bitch,1
4142,shoulda put retard mikey on ahs freakshow,1
4143,shout out to you ungrateful inconsiderate bitches im taking this shot for you yea you,1
4144,shoutout that real bitch,1
4145,shoutouts to my main bitches  my side bitchess,1
4146,shouts out to my down ass bitches who never give a nigga a hard time,1
4147,shut up bitch i wasnt gonna roast,1
4148,shylock  wongs  incidents of democrat bigotry in  weeks  media mum  via,2
4149,sick of hearing ap kids bitch about their oh so poor  gpa no one cares,1
4150,sick of your coon antics rt  accuracy rt  henny  water,2
4151,sighs of relief from beijing guoan fans  s govt as club nips japanese rival  in tense match,2
4152,since a lot of you lil bitches wanted to add the h hashtag into all my tweets ill do that shit back,1
4153,single colored man looking fo a single white woman fat ok im nigga,1
4154,sit on my face m u a h before i eat da pussy i say my grace,1
4155,skylar needs to go back to clarenceville he taking all the hoes,1
4156,slap a hoe with a rusty axe ash my blunts on her ass,1
4157,slim niggah but you know i love em thick,1
4158,smellin good bitches wanna hug me,1
4159,smfh rt   trashslow as fuckcant even get a nike release on that,1
4160,smile at the bitches who hate you,1
4161,smokin on loud that will have yo ass panicking but wwn you show up all the hoes start vanishing,1
4162,snapchat me bitches jaceyjanette,1
4163,snoop with the hoes,1
4164,"so i already dont fuck with dude but i be nice and im humoring him but this bitch crossed a line

first of motherfucking all",1
4165,so i figure out why ive been a bitch lately,1
4166,so ive been pretty paranoid about the cooling weather bringing about an abundance of birds in austin nyc and philadelphia,2
4167,so apparently me  eric fucced  i be just fuccing every nigga  great but yall bitches not whoppin  talkin behind blocced twitters,1
4168,so basically i reflected a lot on how for now i make fire my bitch day to day,1
4169,so excited for tomorrow  saturday  then just being a lazy bitch on sunday,1
4170,so far ive only seen  bad bitches talkn bout mansion lan  wtf is up,1
4171,so glad i found a good girl and dont have to deal with these wild ass hoes they have nowadays ratchets,1
4172,so just chill hoe,1
4173,so lets see what you look like in the am without the  filters and colored contact lenses your followers are dying to know,2
4174,so many bitches in one sentence,1
4175,so many hoes whipped you would have thought we were still in slavery,1
4176,so many weird people in the ghetto at this time,2
4177,so much more going on but hypocrisy doesnt sit well with me my redneck family from central illinois more black then bieber,2
4178,so much white trash at this demo derby,0
4179,so niggas wanna be bitches and shit wearing flowers and shit smh yall niggas gay,1
4180,so some bitch flipped me off for letting her infront of mee okay,1
4181,"so the flash pops is the dawson pops 

i think he mighta actually killed the mom 

cuz gail was a lying cheating bitch",1
4182,so weird how the word cunt is offensive in other countries yet in this country its a reference to somebody like whos this cunt,1
4183,social networks will ruin a bitches game,1
4184,sombody bring me some pussy,1
4185,some douche cubs redneck cubs fan freaked out asking if bites no you bloody berk hes like the,1
4186,some bitches are relentless you can curve her a hundred times and she still wants the dick,1
4187,some bitches just have no luck with men lmao maybe youre the problem sweetheart it cant all be our fault lol,1
4188,some black people live in an entirely different world where everything is peaches and cream apparently take off the rose colored glasses,2
4189,some call it trickn i call it hangn out ima handle my business n knock dat pussy out,1
4190,some of these hoes out here for everybody,1
4191,some of yall females undercover hoes,1
4192,some thots will just never learn  gooooo awaaaaay hoe,1
4193,somebody couldve been like aye man you dropped your money but nooooooo fucking broke faggots selfish bastards i hate yall,0
4194,somebody tell these pussy niggas i got em i got em,1
4195,someone at my household wants to die i get all excited to enjoy a couple of oreos but someone left only one one friggin oreo,2
4196,someone needs to get this boring nike fag off the stage,1
4197,someone please bring me goldfish crackers,2
4198,someone probably told him  god was trash,2
4199,someone shut this beaner up please,2
4200,someone tell  his dreads are part of the uniform id pull your hair too why are you trash talking cut your doodoo braids,2
4201,someone tell the royals to stay home there trash,2
4202,sometimes i just want someone to bitch to about a shitty day,1
4203,soon  will be to fuck backtrack and i cant wait because fuck those faggots,0
4204,soon as da money gon dem bitches leavinyou get locked up she aint gon visit ya neither,1
4205,sorry all my fellow negros,1
4206,spark these bitches interests,1
4207,speaking of  that years pussy was phenomenal,1
4208,squidward in the face ass bitch,1
4209,"started wit hanna montana hoes
 now im fuckin all of nick cannon hoes",1
4210,stay pooned,2
4211,steve calvin annis cunt,1
4212,steve mcnair got murdered by his side bitch man life is crazy,1
4213,"still really confused re  i think lucricus
is a fag dagger",1
4214,stomach is hurting im starving for some early morning pussy,1
4215,stood outside for  minutes to take a phone call went back in and looked in the mirror and saw a somalian fuck the sun lil punk ass bitch,1
4216,stop smokin bathsalt charlie brown,2
4217,stop twatching me bitch,1
4218,stop lettin them messy hoes mess with your business,1
4219,stop rting celtics trash please,2
4220,stop sayin my gov name fuck wrong widd u bitch is u stupid,1
4221,stop whacking off in the shower queer boy,0
4222,stress stress go away come again never you fucking bitch,1
4223,stuck up serious bitches are possibly the worst type of girls ever,1
4224,study by center for biological diversity called taxpayer funded ivanpah a megatrapwill kill  birds year,2
